"","DV_Y","E1","E2","E3","E4","E5","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15"
"1",10.1052526898928,-1.29710323156778,0.756349301579891,1.28290810689311,0.191409180342696,-1.14355059560021,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0
"2",9.94785867881878,1.44917839523327,0.528162259975565,-0.071573742298131,0.504134267661327,0.796533978526496,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0
"3",9.98851215356351,-1.01026632398929,0.696671434840565,0.239719376006642,0.617486925275383,-0.58879943722723,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1
"4",9.87673574913204,1.41733821525824,0.29215388003429,-1.07347979468089,1.31226175328982,-0.609392697245118,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0
"5",9.93043647205672,0.93976785815667,0.181393556416922,0.0786620996858964,0.450376084185106,2.03195329399314,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0
"6",9.89921085807541,0.913705706740674,0.408746812516622,0.530254921127859,1.32258983465234,0.494626599675097,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0
"7",9.9570529476622,-0.392946064366273,-0.464944135088722,0.444573499667783,-1.34796553633067,-0.532350214387277,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1
"8",10.0357607828322,-1.57338847926698,0.0267401361790867,0.694955921956227,-1.07673647694454,-2.05129389786693,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0
"9",10.021965892917,-1.0856479784041,-1.56651050300365,-0.541841414655698,-0.516149149172354,0.478835152518557,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0
"10",9.95685221198124,-0.525807296613396,-0.453850891143135,-0.389103646110223,1.13875724813459,0.926996014782361,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
"11",9.84692204015866,1.42103926260847,-1.61970960625053,0.76541427194229,0.377229378461793,-1.11241581633125,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1
"12",9.95373346752836,-0.798279425985292,0.143747518172488,1.32647601536074,-0.338695670237566,-0.52054736934062,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0
"13",9.77494653672678,1.57612201763613,-0.595686968606927,0.132677915801107,0.976125086545339,1.41287760790763,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
"14",10.0293770340986,-1.10277274494496,0.947127405901182,1.77468604250017,1.00409865979319,0.791940041557987,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
"15",9.76958907231456,0.630276809917417,-1.34605531765823,0.406571617981578,0.170425306048393,-0.690831782621364,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
"16",9.87505495400639,0.155241721360753,-0.710183594042414,0.667278336330913,0.335978377100357,-0.320653576285179,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
"17",10.0943075051677,-0.324047091616451,-0.25899864993884,0.409325192190217,-0.638407406763738,0.0771518720735935,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0
"18",9.93789740397836,-0.441656937163346,-0.73579923793583,0.234675311970657,-0.999838427215664,1.67097221049792,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"19",9.96556139163258,-0.361480190475527,0.65173334830052,0.202827376281461,0.555368805289966,0.318294660713118,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"20",9.97619767488085,0.0629653854217929,-0.289707657577273,1.09562865029149,-1.4466360374364,-0.656780831554187,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0
"21",9.85037788468177,0.172467804439783,0.212633991213768,-0.264309044536621,0.304720487007115,0.106164582193609,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0
"22",9.93743796108323,0.424757533963456,-0.625148507003888,0.00562353912806904,0.54658949488691,0.51868664424152,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1
"23",9.88301898451259,1.06334027338854,-1.18619282062501,1.10661292868873,-0.206820136354543,-0.416186775492806,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1
"24",9.90093287461971,0.782894462660728,0.897187970289927,-2.40303674575452,-1.5843178573062,0.513311679345427,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"25",9.80381652852138,1.22253583133314,-0.125625839386911,0.656843869316348,2.15030697274995,-0.463027682975319,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
"26",9.92039911998007,-0.751999961679812,0.211984198953456,0.831218252224099,0.0429102582239076,-1.62534942091151,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1
"27",10.0339164885271,-1.14275421551702,-0.294481747461319,1.84141805549367,0.320623420884938,1.7249905294241,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"28",10.0834684979399,-0.547662231518501,0.236790740471668,-0.958373120594835,1.93093197228391,1.16495831033046,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
"29",9.88319621417142,0.761102415284395,-0.422246813420216,-0.65993917806119,-0.601578005157949,0.665912418145601,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1
"30",10.0466784532847,-0.809657966633379,-0.263385523887345,0.127453026572728,0.0326135821130029,-0.425580856404412,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
"31",9.8809203108789,1.59758131415862,0.271057211888459,0.773821329345939,-1.04030073834315,1.00171333767438,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
"32",9.79305112619075,1.27486422752408,-0.318962213362181,-1.26989330932417,0.402497556003845,-0.361534578072686,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0
"33",9.80780969255159,1.07271653935191,-0.564285144628558,1.18056984335018,0.338973208475537,0.577004634204358,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0
"34",10.1093590938173,-0.983001595752456,1.56701037932983,-0.938534483330209,-0.617250267398717,1.43446911159882,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"35",9.92839035546888,-1.44249539166477,-0.594409816542488,0.144476485629366,-0.343556791559064,1.17945606291724,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0
"36",9.8864248330196,0.500599339878325,-0.0954289087741391,0.646293681844436,0.535088215491282,-0.318387184503081,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
"37",9.83603495038116,0.639662481827252,-1.45519822853649,-0.179057330262745,-1.48282650468539,0.49262387143435,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0
"38",9.83344864196625,1.54555315432564,-0.623033536940475,-0.0667080629819461,-1.19763635877996,1.04775951842013,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1
"39",9.99127304531709,0.0768179031044121,0.843975248365093,0.687797985482229,1.8557777014483,0.325446543879274,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0
"40",9.89529034105382,0.107342516176727,-0.241952133608544,-1.08829062152936,-0.657711123074706,0.812111660161031,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0
"41",9.89488139408218,-0.0897445264760487,1.04155937806845,-0.619388608345611,1.63000052813082,-1.1546320358626,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1
"42",9.91372902072559,0.521678569671164,-0.0628428701815009,-0.155970151608232,-1.21498444143571,-0.23108348399762,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"43",10.0126942124145,-1.26500918983447,-0.721895521900392,-0.288414858268532,2.06414090886887,-0.725032510390475,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
"44",9.94569492023742,-0.465679946536143,0.617693835308213,0.340901607199211,-0.49859851401764,1.10409819575454,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
"45",10.0188432259759,-1.17527149897937,-0.270120868348488,-0.944147390917309,-1.36325831726661,0.416499930766218,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1
"46",10.0449547031794,-1.12435510618353,-0.0716839854563775,-0.126913365233981,0.320716833541987,-2.03104597332741,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1
"47",9.87063074306016,0.606708901445055,-0.785266606180543,0.962373446881993,-0.175795399566164,0.340353946956087,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
"48",9.88132373354689,1.33317937504363,-0.0586764641213725,-0.309224997557737,-0.724302609786059,-0.909673093456915,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
"49",9.84920007949132,-0.109197702768883,-1.73709647655311,0.843866815807946,-1.57050403897943,-2.15310045552572,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1
"50",9.97044941137889,-0.4721101761147,0.701855045068868,-1.61599974424554,-0.249962265553688,-1.30305394527173,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1
"51",9.99582941820147,-0.798337391957001,-0.0338591943130966,0.910970855081586,-0.387822888475606,1.59992257341211,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1
